反應項,反應次數(202),反應比率,反應時間,第一反應次數,第一反應比率,第一反應之反應時間,排序,頻次,類別,yyy排序,代號,AS排名,頻率,百分比,累積百分比
梅花(Na),9,0.05,4.05,2,0.01,4.79,3.9,3,4,27,10085,10016,43,0.001,85.087
預官(Na),9,0.05,3.77,0,0.00,0,4.1,2,4,28,19582,19413,18,0.000,90.504
下校(Na),8,0.04,2.91,0,0.00,0,4.8,0,4,29,na,na,na,na,na
軍官(Na),8,0.04,4.37,0,0.00,0,4.1,14,4,30,8025,7953,57,0.001,83.001
一等兵(Na),8,0.04,4.87,3,0.02,6.13,3.6,0,4,31,na,na,na,na,na
一等兵(Na),5,0.03,5.05,1,0.01,6.22,4.0,0,4,32,na,na,na,na,na
一兵(Na),3,0.02,4.57,2,0.01,6.09,3.0,0,4,33,na,na,na,na,na
大頭兵(Na),7,0.04,6.37,1,0.01,8.3,3.4,0,4,34,na,na,na,na,na
總司令(Na),7,0.04,4.49,0,0.00,0,5.4,7,4,35,18765,18703,19,0.000,90.190
士(Na),7,0.04,2.54,1,0.01,4.17,3.0,0,4,36,8709,8587,52,0.001,83.760
營長(Na),7,0.04,3.34,0,0.00,0,7.1,0,4,37,50726,50049,4,0.000,96.217
星星(Na),6,0.03,5.53,0,0.00,0,3.7,91,4,38,3040,3030,182,0.004,72.952
星星(Na),5,0.03,5.4,0,0.00,0,4.0,91,4,39,3040,3030,182,0.004,72.952
星(Na),1,0.01,6.19,0,0.00,0,2.0,0,4,40,4436,4410,117,0.002,77.086
元帥(Na),5,0.03,6.23,0,0.00,0,5.4,4,4,41,9143,9008,49,0.001,84.205
長官(Na),5,0.03,4.94,0,0.00,0,4.0,14,4,42,5947,5914,82,0.002,80.098
教官(Na),5,0.03,6.58,1,0.01,12.56,3.6,3,4,43,6783,6749,70,0.001,81.395
師長(Na),5,0.03,3.1,0,0.00,0,5.0,9,4,44,5441,5410,91,0.002,79.203
準尉(Na),4,0.02,4.51,0,0.00,0,5.3,0,4,45,na,na,na,na,na
下將(Na),4,0.02,3.3,0,0.00,0,6.3,0,4,46,na,na,na,na,na
將(Na),4,0.02,6.69,2,0.01,8.23,1.8,0,4,47,14574,14411,27,0.001,88.221
上兵(Na),4,0.02,3.58,0,0.00,0,3.0,0,4,48,na,na,na,na,na
統帥(Na),4,0.02,3.65,0,0.00,0,5.3,0,4,49,62747,57995,3,0.000,97.105
三軍統帥(Na),4,0.02,6.83,1,0.01,12.33,3.0,0,4,50,na,na,na,na,na
三軍統帥(Na),3,0.02,4.99,0,0.00,0,3.7,0,4,51,na,na,na,na,na
三軍總帥(Na),1,0.01,12.33,1,0.01,12.33,1.0,0,4,52,na,na,na,na,na
三顆星(Na),4,0.02,5.02,1,0.01,5.42,4.0,0,4,53,na,na,na,na,na
三顆星(Na),2,0.01,5.22,0,0.00,0,5.0,0,4,54,na,na,na,na,na
三星(Na),2,0.01,4.81,1,0.01,5.42,3.0,0,4,55,na,na,na,na,na
鍋子(Na),166,0.83,3.92,86,0.43,4.35,2.1,2,5,1,15294,15270,25,0.001,88.608
鍋子(Na),123,0.61,4.07,54,0.27,4.78,2.3,2,5,2,15294,15270,25,0.001,88.608
鍋(Na),43,0.21,3.5,32,0.16,3.62,1.5,0,5,3,7455,7447,62,0.001,82.305
瓦斯爐(Na),67,0.33,3.47,9,0.05,6.11,4.0,2,5,4,28722,27329,11,0.000,93.122
碗(Na),67,0.33,2.65,4,0.02,3.76,3.2,0,5,5,4946,4938,102,0.002,78.228
刀子(Na),63,0.31,3.52,43,0.21,3.87,2.1,7,5,6,8188,8096,56,0.001,83.189
刀子(Na),34,0.17,3.33,19,0.10,4.01,2.5,7,5,7,8188,8096,56,0.001,83.189
刀(Na),29,0.14,3.75,24,0.12,3.76,1.6,0,5,8,3184,3167,173,0.004,73.475
砧板(Na),60,0.30,5.51,0,0.00,0,4.1,0,5,9,34907,33467,8,0.000,94.287
鏟子(Na),60,0.30,4.13,9,0.05,5.23,3.0,4,5,10,50338,50049,4,0.000,96.185
鏟子(Na),46,0.23,3.95,9,0.05,5.23,2.9,4,5,11,50338,50049,4,0.000,96.185
鏟(Na),14,0.07,4.72,0,0.00,0,3.3,0,5,12,na,na,na,na,na
菜刀(Na),48,0.24,4.41,23,0.11,4.77,2.8,2,5,13,52492,50049,4,0.000,96.362
湯匙(Na),42,0.21,4.23,4,0.02,3.84,4.1,18,5,14,24928,24499,13,0.000,92.199
湯匙(Na),40,0.20,4.25,4,0.02,3.84,4.0,18,5,15,24928,24499,13,0.000,92.199
匙(Na),2,0.01,3.89,0,0.00,0,5.5,0,5,16,80388,70282,2,0.000,97.982
瓢(Na),34,0.17,2.57,0,0.00,0,3.8,0,5,17,72759,70282,2,0.000,97.669
瓢(Na),33,0.16,2.55,0,0.00,0,3.8,0,5,18,72759,70282,2,0.000,97.669
瓢子(Na),1,0.01,3.17,0,0.00,0,3.0,0,5,19,na,na,na,na,na
筷子(Na),34,0.17,3.2,0,0.00,0,4.8,21,5,20,8899,8864,50,0.001,83.958
筷子(Na),31,0.15,3.24,0,0.00,0,4.7,21,5,21,8899,8864,50,0.001,83.958
筷(Na),3,0.02,2.82,0,0.00,0,6.0,0,5,22,61030,57995,3,0.000,96.999
電鍋(Na),32,0.16,3.53,1,0.01,9.55,5.0,4,5,23,75289,70282,2,0.000,97.773
盆(Na),32,0.16,3.22,0,0.00,0,4.3,0,5,24,20755,20228,17,0.000,90.926
盆(Na),29,0.14,3.09,0,0.00,0,4.3,0,5,25,20755,20228,17,0.000,90.926
盆子(Na),3,0.02,4.51,0,0.00,0,4.0,1,5,26,47456,44359,5,0.000,95.896
盤子(Na),30,0.15,3.58,3,0.02,4.48,4.1,6,5,27,10238,10211,42,0.001,85.222
盤子(Na),23,0.11,3.82,3,0.02,4.48,4.0,6,5,28,10238,10211,42,0.001,85.222
盤(Na),7,0.04,2.81,0,0.00,0,4.7,0,5,29,7866,7855,58,0.001,82.814
抽油煙機(Na),25,0.12,5.89,1,0.01,5.86,4.8,0,5,30,17806,17413,21,0.000,89.794
抽油煙機(Na),24,0.12,5.98,1,0.01,5.86,4.7,0,5,31,17806,17413,21,0.000,89.794
抽油煙(Na),1,0.01,3.75,0,0.00,0,7.0,0,5,32,na,na,na,na,na
平底鍋(Na),22,0.11,6.07,0,0.00,0,4.7,0,5,33,88324,70282,2,0.000,98.307
叉子(Na),22,0.11,3.11,0,0.00,0,3.3,2,5,34,30920,29054,10,0.000,93.579
叉子(Na),13,0.07,3.11,0,0.00,0,3.9,2,5,35,30920,29054,10,0.000,93.579
叉(Na),9,0.05,3.11,0,0.00,0,2.4,0,5,36,16265,15761,24,0.000,89.095
微波爐(Na),20,0.10,3.44,1,0.01,4.95,4.7,14,5,37,20469,20228,17,0.000,90.826
鍋鏟(Na),19,0.10,5.33,0,0.00,0,3.5,0,5,38,58847,57995,3,0.000,96.865
杓子(Na),18,0.09,5.47,2,0.01,3.24,4.2,0,5,39,138172,93826,1,0.000,99.440
杓子(Na),15,0.08,5.77,2,0.01,3.24,3.8,0,5,40,138172,93826,1,0.000,99.440
杓(Na),3,0.02,3.96,0,0.00,0,6.0,0,5,41,138173,93826,1,0.000,99.440
烤箱(Na),16,0.08,3.55,1,0.01,4.3,5.1,3,5,42,22652,22103,15,0.000,91.544
抹布(Na),14,0.07,3.75,0,0.00,0,5.6,2,5,43,38620,36388,7,0.000,94.850
菜瓜布(Na),13,0.07,5.1,0,0.00,0,6.0,0,5,44,na,na,na,na,na
洗碗精(Na),12,0.06,7.1,0,0.00,0,6.2,1,5,45,82802,70282,2,0.000,98.080
冰箱(Na),12,0.06,3.78,1,0.01,6.16,5.8,10,5,46,6517,6451,74,0.002,81.003
流理台(Na),12,0.06,7.76,3,0.02,8.5,3.4,0,5,47,64749,57995,3,0.000,97.228
水果刀(Na),11,0.06,4.14,0,0.00,0,4.0,0,5,48,89201,70282,2,0.000,98.343
炒菜鍋(Na),11,0.06,6.06,1,0.01,13.45,4.5,0,5,49,133535,93826,1,0.000,99.345
炒菜鍋(Na),10,0.05,6.16,1,0.01,13.45,4.0,0,5,50,133535,93826,1,0.000,99.345
炒鍋(Na),1,0.01,5.11,0,0.00,0,9.0,0,5,51,47813,44359,5,0.000,95.933
火爐(Na),9,0.05,5.27,0,0.00,0,4.8,2,5,52,23039,22103,15,0.000,91.663
火爐(Na),6,0.03,6.32,0,0.00,0,5.2,2,5,53,23039,22103,15,0.000,91.663
爐(Na),2,0.01,2.84,0,0.00,0,3.5,0,5,54,11057,11052,38,0.001,85.898
爐火(Na),1,0.01,3.83,0,0.00,0,5.0,2,5,55,44519,44359,5,0.000,95.595
打蛋器(Na),8,0.04,7.13,1,0.01,6.88,5.4,0,5,56,na,na,na,na,na
水龍頭(Na),7,0.04,5.1,1,0.01,5.11,3.7,4,5,57,19313,18703,19,0.000,90.403
鍋蓋(Na),7,0.04,3.35,0,0.00,0,5.9,2,5,58,58848,57995,3,0.000,96.865
烘碗機(Na),6,0.03,6.27,0,0.00,0,5.3,0,5,59,125482,93826,1,0.000,99.180
爐子(Na),6,0.03,4.77,1,0.01,8.28,3.8,1,5,60,27386,27329,11,0.000,92.821
水槽(Na),5,0.03,5.13,0,0.00,0,4.8,7,5,61,13273,12998,31,0.001,87.455
調味料(Na),5,0.03,7.19,0,0.00,0,4.2,1,5,62,24685,24499,13,0.000,92.134
油(Na),5,0.03,3.9,0,0.00,0,4.6,0,5,63,2970,2956,187,0.004,72.688
洗手台(Na),5,0.03,6.18,0,0.00,0,5.8,0,5,64,na,na,na,na,na
瓦斯(Na),5,0.03,2.42,0,0.00,0,5.0,14,5,65,5460,5410,91,0.002,79.239
抽風機(Na),4,0.02,3.67,0,0.00,0,5.0,0,5,66,135082,93826,1,0.000,99.377
果汁機(Na),4,0.02,3.21,0,0.00,0,6.3,0,5,67,47871,44359,5,0.000,95.939
水壺(Na),4,0.02,3.75,0,0.00,0,5.3,7,5,68,27122,25841,12,0.000,92.757
洗碗機(Na),4,0.02,6.02,0,0.00,0,4.3,1,5,69,47488,44359,5,0.000,95.899
量杯(Na),4,0.02,6.48,0,0.00,0,8.8,0,5,70,na,na,na,na,na
刨刀(Na),4,0.02,6.45,0,0.00,0,3.8,0,5,71,140100,93826,1,0.000,99.480
電磁爐(Na),4,0.02,3.48,0,0.00,0,6.8,9,5,72,60682,57995,3,0.000,96.978
杯子(Na),4,0.02,2.85,0,0.00,0,4.8,19,5,73,7613,7560,61,0.001,82.505
杯子(Na),2,0.01,3.6,0,0.00,0,5.0,19,5,74,7613,7560,61,0.001,82.505
杯(Na),2,0.01,2.1,0,0.00,0,4.5,0,5,75,10979,10827,39,0.001,85.836
(Na),,,,,,,,,5,76,na,na,na,na,na
教堂(Na),143,0.71,4.26,68,0.34,4.63,1.8,65,6,1,na,na,na,na,na
清真寺(Na),127,0.63,7.03,60,0.30,7.6,2.0,5,6,2,na,na,na,na,na
清真寺(Na),123,0.61,7.19,59,0.29,7.57,2.0,5,6,3,na,na,na,na,na
回教教堂(Na),1,0.01,12.52,0,0.00,0,4.0,0,6,4,na,na,na,na,na
伊斯蘭教堂(Na),1,0.01,8.48,0,0.00,0,3.0,0,6,5,na,na,na,na,na
真寺(Na),1,0.01,9.31,1,0.01,9.31,1.0,0,6,6,na,na,na,na,na
清真院(Na),1,0.01,4.89,0,0.00,0,3.0,0,6,7,na,na,na,na,na
廟(Na),81,0.40,4.31,24,0.12,5.73,2.2,0,6,8,3276,3273,166,0.003,73.794
廟(Na),49,0.24,4.54,18,0.09,5.82,2.2,0,6,9,3276,3273,166,0.003,73.794
廟宇(Na),32,0.16,3.96,6,0.03,5.47,2.2,7,6,10,9680,9658,45,0.001,84.721
寺廟(Na),49,0.24,4.52,8,0.04,6.35,2.4,9,6,11,4963,4938,102,0.002,78.263
龍山寺(Na),25,0.12,5.28,0,0.00,0,3.2,3,6,12,na,na,na,na,na
道觀(Na),23,0.11,8.39,0,0.00,0,3.7,1,6,13,45649,44359,5,0.000,95.711
佛寺(Na),21,0.10,5.38,3,0.02,5.21,2.7,7,6,14,na,na,na,na,na
佛寺(Na),19,0.10,4.81,3,0.02,5.21,2.7,7,6,15,na,na,na,na,na
佛廟(Na),1,0.01,10.06,0,0.00,0,2.0,0,6,16,na,na,na,na,na
佛教寺廟(Na),1,0.01,11.61,0,0.00,0,2.0,0,6,17,na,na,na,na,na
寺(Na),18,0.09,4.92,0,0.00,0,2.9,0,6,18,9970,9828,44,0.001,84.985
寺(Na),16,0.08,4.16,0,0.00,0,3.1,0,6,19,9970,9828,44,0.001,84.985
寺院(Na),2,0.01,10.97,0,0.00,0,2.0,13,6,20,na,na,na,na,na
佛堂(Na),14,0.07,6.87,0,0.00,0,3.5,3,6,21,na,na,na,na,na
禮拜堂(Na),12,0.06,7.73,0,0.00,0,4.1,1,6,22,na,na,na,na,na
土地公廟(Na),11,0.05,7.1,0,0.00,0,4.3,3,6,23,na,na,na,na,na
土地公廟(Na),9,0.05,7.62,0,0.00,0,4.0,3,6,24,na,na,na,na,na
土地廟(Na),1,0.01,5.31,0,0.00,0,5.0,2,6,25,na,na,na,na,na
福德廟(Na),1,0.01,4.2,0,0.00,0,6.0,0,6,26,na,na,na,na,na
泰姬瑪哈陵(Na),10,0.05,11.32,4,0.02,9.61,1.8,0,6,27,na,na,na,na,na
泰姬瑪哈陵(Na),9,0.05,12.15,3,0.02,11.53,1.9,0,6,28,na,na,na,na,na
泰妃陵(Na),1,0.01,3.83,1,0.01,3.83,1.0,0,6,29,na,na,na,na,na
媽祖廟(Na),8,0.04,4.38,0,0.00,0,4.8,0,6,30,na,na,na,na,na
媽祖廟(Na),7,0.04,4.25,0,0.00,0,4.4,0,6,31,na,na,na,na,na
媽祖宮(Na),1,0.01,5.25,0,0.00,0,7.0,0,6,32,na,na,na,na,na
塔(Na),8,0.04,3.95,2,0.01,4.69,3.0,0,6,33,7878,7855,58,0.001,82.828
教會(Na),7,0.04,5.1,0,0.00,0,4.3,25,6,34,na,na,na,na,na
神社(Na),7,0.04,4.65,0,0.00,0,4.0,1,6,35,na,na,na,na,na
十字架(Na),7,0.04,4.3,2,0.01,4.82,3.1,5,6,36,14793,14411,27,0.001,88.342
行天宮(Na),6,0.03,6.24,0,0.00,0,3.5,0,6,37,55894,50049,4,0.000,96.641
佛塔(Na),6,0.03,6.66,0,0.00,0,3.7,4,6,38,140705,93826,1,0.000,99.492
金字塔(Na),5,0.03,6.41,2,0.01,9.23,2.4,15,6,39,19137,18703,19,0.000,90.334
哥德式(Na),4,0.02,4.94,2,0.01,7.46,1.8,1,6,40,na,na,na,na,na
大教堂(Na),4,0.02,3.96,2,0.01,4.7,1.5,1,6,41,na,na,na,na,na
聖母院(Na),4,0.02,5.43,0,0.00,0,3.3,0,6,42,na,na,na,na,na
椅子(Na),145,0.72,3.4,32,0.16,4.19,2.5,34,7,1,4756,4742,107,0.002,77.820
椅子(Na),128,0.64,3.49,31,0.15,4.22,2.5,34,7,2,4756,4742,107,0.002,77.820
椅(Na),16,0.08,2.79,1,0.01,3.31,2.2,0,7,3,20533,20228,17,0.000,90.848
凳(Na),1,0.01,1.31,0,0.00,0,10.0,0,7,4,75204,70282,2,0.000,97.769
沙發(Na),144,0.72,4.21,62,0.31,4.36,2.5,10,7,5,7618,7560,61,0.001,82.511
桌子(Na),134,0.66,3.66,58,0.29,3.98,2.1,14,7,6,5383,5363,92,0.002,79.095
桌子(Na),118,0.59,3.71,48,0.24,3.98,2.2,14,7,7,5383,5363,92,0.002,79.095
桌(Na),16,0.08,3.26,10,0.05,3.97,1.4,0,7,8,3021,3015,183,0.004,72.881
床(Na),92,0.46,3.3,21,0.10,4.21,3.4,0,7,9,2276,2267,253,0.005,69.616
衣櫃(Na),73,0.36,3.72,7,0.04,4.09,4.6,7,7,10,38929,36388,7,0.000,94.894
衣櫃(Na),48,0.24,3.71,3,0.02,4.06,4.7,7,7,11,38929,36388,7,0.000,94.894
衣櫥(Na),25,0.12,3.73,4,0.02,4.11,4.4,4,7,12,30514,29054,10,0.000,93.495
櫃子(Na),61,0.30,4.13,3,0.02,5.77,4.0,0,7,13,11804,11791,35,0.001,86.464
櫃子(Na),60,0.30,4.14,3,0.02,5.77,4.0,0,7,14,11804,11791,35,0.001,86.464
櫃(Na),1,0.01,3.77,0,0.00,0,5.0,0,7,15,21198,21145,16,0.000,91.079
餐桌(Na),60,0.30,3.77,1,0.01,4.56,4.6,13,7,16,10856,10827,39,0.001,85.738
電視(Na),49,0.24,4.17,0,0.00,0,4.6,247,7,17,635,635,939,0.019,53.800
電視(Na),46,0.23,3.84,0,0.00,0,4.6,247,7,18,635,635,939,0.019,53.800
電視機(Na),3,0.02,9.15,0,0.00,0,4.3,24,7,19,7093,7075,66,0.001,81.828
書桌(Na),46,0.23,4.41,2,0.01,3.31,4.5,8,7,20,11921,11791,35,0.001,86.547
茶几(Na),38,0.19,4.44,0,0.00,0,4.2,1,7,21,38021,36388,7,0.000,94.764
書櫃(Na),28,0.14,3.36,2,0.01,6.46,4.4,1,7,22,34959,33467,8,0.000,94.295
檯燈(Na),21,0.10,3.69,0,0.00,0,4.1,2,7,23,36613,36388,7,0.000,94.562
冰箱(Na),21,0.10,4.49,0,0.00,0,5.2,10,7,24,6517,6451,74,0.002,81.003
電視櫃(Na),19,0.10,5.18,0,0.00,0,5.0,0,7,25,na,na,na,na,na
電腦桌(Na),17,0.09,4.55,0,0.00,0,5.1,1,7,26,75307,70282,2,0.000,97.773
窗簾(Na),16,0.08,4.09,0,0.00,0,5.8,4,7,27,34402,33467,8,0.000,94.204
鞋櫃(Na),13,0.07,3.82,0,0.00,0,6.0,0,7,28,73121,70282,2,0.000,97.684
梳妝台(Na),13,0.06,4.27,0,0.00,0,5.0,0,7,29,64028,57995,3,0.000,97.183
梳妝台(Na),8,0.04,4.78,0,0.00,0,4.9,0,7,30,64028,57995,3,0.000,97.183
化妝台(Na),5,0.03,3.45,0,0.00,0,5.2,0,7,31,149738,93826,1,0.000,99.677
燈(Na),13,0.06,4.71,0,0.00,0,4.2,0,7,32,3757,3757,141,0.003,75.304
燈(Na),9,0.05,4.89,0,0.00,0,4.7,0,7,33,3757,3757,141,0.003,75.304
電燈(Na),4,0.02,4.3,0,0.00,0,3.0,3,7,34,12133,12064,34,0.001,86.698
酒櫃(Na),11,0.05,3.6,0,0.00,0,5.7,0,7,35,123814,93826,1,0.000,99.146
酒櫃(Na),10,0.05,3.61,0,0.00,0,5.9,0,7,36,123814,93826,1,0.000,99.146
酒櫥(Na),1,0.01,3.52,0,0.00,0,4.0,0,7,37,na,na,na,na,na
床頭櫃(Na),9,0.05,4.81,0,0.00,0,5.4,1,7,38,86041,70282,2,0.000,98.213
地毯(Na),8,0.04,3.8,0,0.00,0,6.5,38,7,39,5399,5363,92,0.002,79.125
廚櫃(Na),8,0.04,3.86,1,0.01,3.91,3.8,0,7,40,59985,57995,3,0.000,96.935
廚櫃(Na),7,0.04,3.76,1,0.01,3.91,3.0,0,7,41,59985,57995,3,0.000,96.935
廚具櫃(Na),1,0.01,4.55,0,0.00,0,9.0,0,7,42,na,na,na,na,na
電腦(Na),7,0.04,3.6,0,0.00,0,5.7,413,7,43,206,206,2608,0.053,40.715
五斗櫃(Na),7,0.04,7.1,0,0.00,0,5.6,0,7,44,na,na,na,na,na
衣架(Na),7,0.04,4.81,0,0.00,0,6.6,2,7,45,66788,57995,3,0.000,97.353
衣架(Na),6,0.03,4.65,0,0.00,0,6.3,2,7,46,66788,57995,3,0.000,97.353
吊衣架(Na),1,0.01,5.77,0,0.00,0,8.0,0,7,47,na,na,na,na,na
板凳(Na),7,0.04,5.36,0,0.00,0,4.3,1,7,48,25379,24499,13,0.000,92.319
板凳(Na),4,0.02,4.35,0,0.00,0,4.5,1,7,49,25379,24499,13,0.000,92.319
凳子(Na),3,0.02,6.71,0,0.00,0,4.0,0,7,50,22334,22103,15,0.000,91.446
廚具(Na),6,0.03,4.09,0,0.00,0,5.3,2,7,51,18124,18032,20,0.000,89.928
流理台(Na),6,0.03,6.89,0,0.00,0,6.8,0,7,52,64749,57995,3,0.000,97.228
門(Na),5,0.03,3,0,0.00,0,5.6,0,7,53,1029,1028,598,0.012,59.737
桌椅(Na),5,0.03,3.53,2,0.01,3.45,3.0,7,7,54,9231,9163,48,0.001,84.292
藤椅(Na),4,0.02,4.09,0,0.00,0,3.5,2,7,55,44564,44359,5,0.000,95.600
冷氣(Na),4,0.02,4.26,0,0.00,0,5.3,33,7,56,6425,6367,75,0.002,80.863
吊燈(Na),4,0.02,4.71,0,0.00,0,5.8,1,7,57,43354,39808,6,0.000,95.456
置物櫃(Na),4,0.02,4.27,0,0.00,0,6.8,0,7,58,37277,36388,7,0.000,94.657
燈具(Na),4,0.02,5.46,0,0.00,0,6.3,3,7,59,7972,7953,57,0.001,82.939
搖搖椅(Na),4,0.02,5.27,0,0.00,0,5.0,0,7,60,na,na,na,na,na
搖搖椅(Na),2,0.01,4.73,0,0.00,0,3.5,0,7,61,na,na,na,na,na
搖椅(Na),2,0.01,5.8,0,0.00,0,6.5,2,7,62,111160,93826,1,0.000,98.887
書架(Na),3,0.02,4.96,0,0.00,0,6.0,6,7,63,10498,10392,41,0.001,85.443
蘋果(Na),159,0.79,4.04,70,0.35,4.66,2.6,8,1,5412,5410,91,0.002,79.149
香蕉(Na),138,0.69,3.37,33,0.16,4.31,3.2,8,2,7316,7263,64,0.001,82.125
西瓜(Na),125,0.62,3.01,22,0.11,4.06,3.9,8,3,9432,9309,47,0.001,84.487
芭樂(Na),97,0.48,3.07,9,0.05,3.59,4.1,8,4,24014,23198,14,0.000,91.946
鳳梨(Na),91,0.45,3.34,14,0.07,4.4,4.0,8,5,17522,17413,21,0.000,89.671
葡萄(Na),80,0.40,3.54,10,0.05,4.33,4.5,8,6,7377,7361,63,0.001,82.205
橘子(Na),72,0.36,3.29,5,0.03,4.51,4.7,8,7,18089,18032,20,0.000,89.914
橘子(Na),70,0.35,3.23,3,0.02,3.89,4.8,8,8,18089,18032,20,0.000,89.914
橘(Na),2,0.01,5.43,2,0.01,5.43,1.0,8,9,59425,57995,3,0.000,96.901
柳丁(Na),66,0.33,3.74,3,0.02,4.36,5.0,8,10,129957,93826,1,0.000,99.272
柳丁(Na),61,0.30,3.75,3,0.02,4.36,4.7,8,11,129957,93826,1,0.000,99.272
柳橙(Na),3,0.02,3.16,0,0.00,0,8.0,8,12,129946,93826,1,0.000,99.272
香吉士(Na),2,0.01,4.21,0,0.00,0,8.0,8,13,na,na,na,na,na
梨子(Na),51,0.25,3.27,2,0.01,3.8,4.9,8,14,79522,70282,2,0.000,97.946
梨子(Na),28,0.14,3.28,2,0.01,3.8,5.1,8,15,79522,70282,2,0.000,97.946
水梨(Na),20,0.10,3.06,0,0.00,0,4.8,8,16,43690,39808,6,0.000,95.497
梨(Na),3,0.02,4.5,0,0.00,0,4.3,8,17,13444,13312,30,0.001,87.560
蓮霧(Na),56,0.28,2.94,2,0.01,3.17,5.2,8,18,27534,27329,11,0.000,92.854
蕃茄(Na),56,0.28,3.67,6,0.03,5.16,5.2,8,19,27485,27329,11,0.000,92.843
草莓(Na),54,0.27,3.27,3,0.02,4.38,4.9,8,20,12199,12064,34,0.001,86.744
芒果(Na),36,0.18,3.42,2,0.01,4.45,5.2,8,21,20868,20228,17,0.000,90.965
哈密瓜(Na),34,0.17,3.6,1,0.01,4.3,5.7,8,22,na,na,na,na,na
水蜜桃(Na),32,0.16,4.38,1,0.01,3.42,5.2,8,23,28809,27329,11,0.000,93.141
榴槤(Na),31,0.15,5.09,1,0.01,13.61,5.8,8,24,23453,23198,14,0.000,91.785
木瓜(Na),30,0.15,3.42,3,0.02,3.38,4.2,8,25,28824,27329,11,0.000,93.145
奇異果(Na),27,0.13,3.22,0,0.00,0,5.9,8,26,65945,57995,3,0.000,97.301
荔枝(Na),21,0.10,2.98,0,0.00,0,5.4,8,27,38024,36388,7,0.000,94.764
桃子(Na),20,0.10,4.69,0,0.00,0,5.0,8,28,25198,24499,13,0.000,92.271
桃子(Na),17,0.09,4.85,0,0.00,0,4.9,8,29,25198,24499,13,0.000,92.271
桃(Na),3,0.02,3.76,0,0.00,0,5.0,8,30,23840,23198,14,0.000,91.896
櫻桃(Na),19,0.10,4.16,1,0.01,9.98,5.6,8,31,24531,24499,13,0.000,92.093
香瓜(Na),18,0.09,3.18,1,0.01,7.08,6.4,8,32,127605,93826,1,0.000,99.224
李子(Na),16,0.08,2.37,2,0.01,4.09,5.1,8,33,na,na,na,na,na
李子(Na),15,0.08,2.19,1,0.01,3.08,5.3,8,34,na,na,na,na,na
李(Na),1,0.01,5.09,1,0.01,5.09,1.0,8,35,66384,57995,3,0.000,97.328
火龍果(Na),16,0.08,4.58,1,0.01,3.92,6.3,8,36,na,na,na,na,na
檸檬(Na),10,0.05,3.38,0,0.00,0,6.9,8,37,22166,22103,15,0.000,91.395
柚子(Na),9,0.05,3.18,0,0.00,0,5.7,8,38,26705,25841,12,0.000,92.654
柚子(Na),8,0.04,3.2,0,0.00,0,5.6,8,39,26705,25841,12,0.000,92.654
文旦(Na),1,0.01,3,0,0.00,0,6.0,8,40,49169,44359,5,0.000,96.072
楊桃(Na),9,0.05,3.07,0,0.00,0,7.1,8,41,41007,39808,6,0.000,95.167
椰子(Na),7,0.04,3.7,0,0.00,0,6.1,8,42,15892,15761,24,0.000,88.912
龍眼(Na),7,0.04,3.34,0,0.00,0,6.1,8,43,23310,23198,14,0.000,91.744
百香果(Na),6,0.03,3.53,0,0.00,0,6.3,8,44,na,na,na,na,na
枇杷(Na),6,0.03,4.47,0,0.00,0,7.5,8,45,28423,27329,11,0.000,93.054
梅子(Na),5,0.03,3.74,0,0.00,0,5.4,8,46,53275,50049,4,0.000,96.426
梅子(Na),3,0.02,3.21,0,0.00,0,6.3,8,47,53275,50049,4,0.000,96.426
梅(Na),2,0.01,4.54,0,0.00,0,4.0,8,48,26463,25841,12,0.000,92.595
健康(Na),5,0.03,2.89,1,0.01,4.67,3.2,8,49,na,na,na,na,na
柿子(Na),4,0.02,4.91,0,0.00,0,6.0,8,50,32439,31067,9,0.000,93.862
柿子(Na),3,0.02,5.2,0,0.00,0,6.7,8,51,32439,31067,9,0.000,93.862
柿(Na),1,0.01,4.05,0,0.00,0,4.0,8,52,82979,70282,2,0.000,98.088
葡萄柚(Na),4,0.02,3.36,0,0.00,0,5.3,8,53,75729,70282,2,0.000,97.791
棗子(Na),4,0.02,3.32,0,0.00,0,8.0,8,54,77877,70282,2,0.000,97.879
老師(Na),112,0.56,4.16,60,0.30,4.73,1.9,461,9,1,187,187,2859,0.059,39.656
老師(Na),81,0.40,3.93,47,0.23,4.7,1.8,461,9,2,187,187,2859,0.059,39.656
教師(Na),30,0.15,4.78,12,0.06,4.91,2.1,185,9,3,792,792,748,0.015,56.482
師(Na),1,0.01,4.11,1,0.01,4.11,1.0,0,9,4,4139,4129,126,0.003,76.350
總統(Na),85,0.42,4.66,20,0.10,6.43,3.2,417,9,5,591,591,1002,0.021,52.927
公務員(Na),77,0.38,5.61,36,0.18,6.2,2.0,50,9,6,2718,2711,206,0.004,71.681
公務員(Na),63,0.31,5.5,32,0.16,6.28,2.0,50,9,7,2718,2711,206,0.004,71.681
公務人員(Na),14,0.07,6.12,4,0.02,5.6,2.2,11,9,8,5579,5520,89,0.002,79.457
軍人(Na),44,0.22,4.78,8,0.04,5.41,2.9,27,9,9,3302,3290,165,0.003,73.882
警察(Na),37,0.18,4.06,5,0.03,5.74,3.0,53,9,10,1886,1886,316,0.006,67.366
行政院長(Na),35,0.17,4.97,2,0.01,9.01,4.1,19,9,11,5456,5410,91,0.002,79.231
